PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Cole(L, 6-2)",7.0,4,1,1,2,8,1,2.99
King,1.0,1,1,1,1,1,1,2.52
Luetge,1.0,3,1,1,2,1,0,3.68
,9.0,8,3,3,5,10,2,
