BATTERS - SEA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Rodríguez, JCF",5,1,1,0,0,3,2,.273,.815
France1B,3,1,1,0,1,1,0,.294,.818
HanigerDH,4,0,1,0,0,1,3,.295,.863
WinkerLF,3,0,0,0,1,1,2,.226,.703
"Suárez, E3B",3,1,1,2,0,0,1,.227,.749
Frazier2B,2,0,0,0,2,0,1,.242,.619
RaleighC,4,1,1,0,0,1,2,.208,.732
"Crawford, JSS",4,0,2,0,0,0,1,.256,.689
HaggertyRF,2,0,0,1,1,1,1,.316,.895
,30,4,7,3,5,8,13,,
