PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Germán(L, 2-3)",6.2,6,3,2,2,1,1,3.12
Weissert,1.0,3,3,3,0,2,0,10.13
Banda,0.0,2,3,3,3,0,0,6.75
Gonzalez,0.1,0,0,0,0,0,0,0.00
,8.0,11,9,8,5,3,1,
