BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ContrerasC,3,0,0,0,1,0,2,.241,.806
"Suzuki, SRF",3,1,1,1,1,1,3,.267,.785
HappLF,2,0,0,0,2,0,1,.271,.786
Wisdom3B,4,0,0,0,0,4,3,.209,.730
HoernerSS,4,0,0,0,0,0,1,.282,.735
"Reyes, FDH",4,0,0,0,0,2,0,.217,.625
Bote1B,2,1,0,0,1,0,0,.250,.694
Rivas1B,1,0,0,0,0,0,0,.241,.635
"Velazquez, NCF",2,0,1,1,0,1,0,.196,.625
Morel2B,2,0,1,0,1,0,0,.239,.757
,27,2,3,2,6,8,10,,
