PITCHERS - HOU,IP,H,R,ER,BB,SO,HR,ERA
"Javier(W, 1-0)",5.1,1,0,0,3,5,0,1.35
Neris,0.2,0,0,0,0,1,0,0.00
Stanek,1.0,0,0,0,0,3,0,0.00
"Brown, H",0.2,0,0,0,2,0,0,0.00
Montero,0.1,0,0,0,0,0,0,2.08
"Abreu, B",1.0,2,0,0,0,2,0,0.00
,9.0,3,0,0,5,11,0,
