BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Hernández, KCF",4,1,0,0,1,1,3,.000,.200
Devers3B,4,1,1,2,1,1,0,.250,1.400
BogaertsSS,5,2,3,1,0,1,0,.600,1.400
PlaweckiC,0,0,0,0,0,0,0,.000,.000
MartinezDH,5,0,1,1,0,0,3,.200,.600
VerdugoLF,5,0,2,1,0,2,2,.400,.800
Story2B,5,0,0,0,0,1,4,.000,.000
Dalbec1B,5,0,1,0,0,2,3,.200,.400
Bradley Jr.RF,2,0,0,0,1,0,1,.000,.333
a-ArroyoPH-RF,1,0,0,0,0,1,0,.000,.000
VázquezC,3,0,1,0,0,2,3,.333,.833
"1-Araúz, JPR-SS",0,1,0,0,0,0,0,.000,.000
,39,5,9,5,3,11,19,,
