PITCHERS - ATL,IP,H,R,ER,BB,SO,HR,ERA
"Wright(W, 19-5)",6.0,8,2,2,1,7,0,3.18
"Chavez(H, 9)",1.0,0,0,0,0,2,0,3.45
"Iglesias, R(H, 11)",1.0,1,0,0,0,2,0,2.77
"Jansen(S, 35)",1.0,0,0,0,0,1,0,3.70
,9.0,9,2,2,1,12,0,
