PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Taillon,5.2,10,6,6,0,3,2,3.19
Luetge,1.1,0,0,0,0,1,0,3.43
"Abreu, A",1.0,1,0,0,1,0,0,3.21
"Castro(W, 4-0)",1.0,0,0,0,1,1,0,4.15
,9.0,11,6,6,2,5,2,
