BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu3B,3,1,0,0,2,2,0,.257,.741
JudgeCF,5,1,2,1,0,1,0,.304,1.037
Rizzo1B,3,0,0,0,1,1,3,.228,.838
StantonDH,3,2,1,3,1,0,1,.246,.829
Torres2B,3,1,0,0,1,2,1,.257,.813
"Hicks, ALF",3,1,1,3,1,0,0,.233,.653
Kiner-FalefaSS,4,0,1,0,0,1,1,.269,.640
TrevinoC,4,1,1,0,0,0,0,.282,.806
GalloRF,4,0,0,0,0,3,1,.176,.641
,32,7,6,7,6,10,7,,
