BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,4,1,1,0,0,2,3,.276,.880
PeñaSS,4,0,1,0,0,2,1,.263,.753
"Alvarez, YDH",3,1,0,0,1,2,2,.307,1.075
Bregman3B,4,0,0,0,0,2,2,.242,.770
TuckerRF,4,1,1,1,0,0,1,.250,.803
Gurriel1B,4,0,1,1,0,0,0,.236,.670
McCormickLF,3,0,1,0,1,0,1,.230,.728
MeyersCF,3,0,2,0,0,0,1,.250,.670
DubónCF,0,0,0,0,0,0,0,.209,.554
MaldonadoC,3,0,0,0,0,2,4,.164,.568
,32,3,7,2,2,10,15,,
