PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Cortes,5.0,6,2,2,3,3,1,3.60
Trivino,0.2,0,0,0,1,2,0,0.00
Loáisiga,1.2,0,0,0,0,0,0,0.00
"Peralta, Wa",1.0,0,0,0,0,2,0,0.00
Holmes,0.2,0,0,0,1,1,0,0.00
"Taillon(L, 0-1)",0.0,3,2,2,0,0,0,-.--
Schmidt,1.0,0,0,0,0,0,0,0.00
,10.0,9,4,4,5,8,1,
