BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KwanLF,5,0,1,0,0,0,2,.167,.544
"Rosario, ASS",5,1,2,1,0,0,3,.235,.728
"Ramírez, Jo3B",5,1,1,0,0,1,2,.278,.872
"Gonzalez, ORF",5,1,2,1,0,0,2,.278,.760
"Naylor, J1B",5,1,2,1,0,0,1,.222,.500
"Miller, ODH",4,0,0,0,1,3,1,.000,.200
Gimenez2B,4,0,1,1,1,2,1,.188,.485
HedgesC,1,0,0,0,2,1,1,.000,.167
a-BrennanPH,1,0,0,0,0,1,0,.111,.222
MaileC,1,0,0,0,0,0,1,.000,.500
StrawCF,3,0,0,0,1,0,5,.214,.527
,39,4,9,4,5,8,19,,
