BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
MorelCF,5,1,3,1,0,1,2,.286,.849
ContrerasC,4,1,0,0,1,0,8,.271,.912
HappLF,3,0,1,2,1,0,0,.266,.809
Schwindel1B,5,1,3,2,0,1,4,.249,.725
Rivas1B,0,0,0,0,0,0,0,.194,.597
Wisdom3B,5,0,0,0,0,2,6,.225,.781
HoernerSS,3,2,2,0,0,0,0,.290,.726
OrtegaRF,3,0,1,1,1,1,2,.262,.735
FrazierDH,4,0,1,0,0,1,1,.229,.686
Madrigal2B,3,1,2,0,1,0,3,.231,.542
,35,6,13,6,4,6,26,,
