PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Montgomery,4.1,6,2,2,3,4,1,3.06
Schmidt,2.2,2,0,0,0,1,0,0.82
Holmes,1.0,1,0,0,0,1,0,0.52
"Chapman(L, 0-1)",0.1,2,1,1,1,0,0,1.54
,8.1,11,3,3,4,6,1,
