BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,3,2,1,2,1,1,0,.222,.882
Hoskins1B,4,1,1,1,0,2,1,.196,.786
RealmutoC,4,0,0,0,0,3,1,.245,.756
HarperDH,4,1,1,2,0,1,0,.382,1.232
"Castellanos, NRF",4,0,1,0,0,1,0,.222,.559
VierlingRF,0,0,0,0,0,0,0,.167,.417
Bohm3B,3,1,1,1,1,0,0,.208,.666
"Sosa, E3B",0,0,0,0,0,0,0,.333,.875
StottSS,3,0,0,0,0,2,2,.162,.549
Segura2B,3,0,0,0,0,1,2,.217,.521
MarshCF,3,2,2,1,0,0,2,.206,.721
,31,7,7,7,2,11,8,,
