BATTERS - WSH,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Thomas, LCF",6,0,2,0,0,1,3,.246,.718
"García, L2B",6,0,1,1,0,1,3,.291,.731
MenesesRF-1B,4,0,0,1,0,3,2,.328,.905
Voit1B,3,2,2,0,2,0,1,.232,.742
1-PalaciosPR-RF,0,1,0,0,0,0,0,.212,.454
"Ruiz, KC",3,0,1,0,0,0,1,.251,.673
AdamsC,2,0,0,0,0,0,2,.183,.552
"Cruz, NDH",5,2,3,0,0,0,3,.238,.661
Hernández3B,4,2,3,3,0,0,0,.252,.642
AbramsSS,5,2,2,1,0,0,5,.230,.579
CallLF,5,2,4,5,0,0,1,.245,.768
,43,11,18,11,2,5,21,,
