 , ,Bases Empty, , , ,Runners On Base
Season,Team,Pitches,Tempo,Fast %,Slow %,Pitches,Tempo,Fast %,Slow %
2019,,272,18.3,14.7%,3.7%,139,24.6,0.7%,18.7%
2020,,183,18.6,15.3%,2.7%,130,22.3,0.0%,12.3%
2021,,570,17.6,20.9%,1.2%,447,23.5,1.1%,14.3%
2022,,653,18.2,18.7%,2.6%,524,22.8,0.8%,9.5%
