Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,0.2,2,713,30.0,153,.269,.500,.384,20.1,17.6,12.2,.271,.548,.397,48.1
2022,Slider,,-0.6,-4,633,26.7,153,.161,.273,.230,26.1,22.2,16.1,.194,.337,.258,34.9
2022,Sinker,,4.4,18,418,17.6,112,.368,.653,.484,12.0,15.2,16.7,.330,.627,.445,58.2
2022,Curveball,,2.2,5,218,9.2,37,.364,.636,.455,17.5,16.2,9.4,.310,.525,.394,44.4
2022,Changeup,,2.5,5,198,8.3,58,.286,.510,.370,11.4,3.4,2.9,.254,.437,.342,42.9
2022,Cutter,,-0.7,-1,162,6.8,50,.229,.438,.299,18.5,18.0,27.3,.217,.393,.279,23.1
2022,Splitter,,2.4,1,22,0.9,6,.400,.600,.475,27.3,16.7,16.7,.474,.531,.483,50.0
2022,N/A,,-12.8,-1,7,0.3,4,.000,.000,.000,0.0,0.0,--,.117,.166,.121,25.0
2021,4-Seamer,,1.5,10,667,32.1,148,.306,.628,.445,17.6,18.2,13.8,.275,.542,.403,58.3
2021,Slider,,-1.1,-6,517,24.9,137,.168,.310,.271,31.4,25.5,21.3,.205,.369,.319,39.8
2021,Sinker,,3.1,9,284,13.7,72,.397,.828,.540,8.7,9.7,11.3,.355,.766,.505,48.1
2021,Curveball,,-1.0,-3,261,12.5,53,.213,.277,.256,23.2,20.8,10.7,.210,.285,.262,18.9
2021,Changeup,,2.6,5,194,9.3,50,.279,.326,.354,23.2,26.0,18.1,.183,.245,.244,25.0
2021,Cutter,,-0.9,-1,117,5.6,27,.167,.458,.306,17.6,11.1,10.3,.265,.471,.355,47.6
2021,Splitter,,-0.3,0,40,1.9,10,.250,1.000,.540,27.8,50.0,27.8,.308,1.034,.573,100.0
2020,4-Seamer,,1.6,3,214,35.1,45,.286,.714,.461,17.1,20.0,16.7,.306,.630,.459,74.1
2020,Slider,,1.2,1,115,18.9,22,.238,.381,.286,12.2,13.6,7.0,.359,.527,.396,27.8
2020,Sinker,,1.2,1,106,17.4,23,.389,.611,.489,4.9,4.3,3.8,.334,.769,.510,58.8
2020,Curveball,,1.5,1,66,10.8,14,.182,.273,.304,43.8,28.6,25.0,.213,.267,.311,14.3
2020,Changeup,,3.0,2,64,10.5,22,.300,.550,.391,13.5,9.1,8.7,.262,.408,.324,27.8
2020,Cutter,,8.7,3,34,5.6,8,.429,1.143,.650,16.7,25.0,13.3,.182,.450,.317,60.0
2020,Splitter,,-5.0,-1,11,1.8,2,.000,.000,.000,25.0,50.0,14.3,.118,.122,.119,0.0
2019,4-Seamer,,1.4,5,329,39.7,68,.200,.583,.378,21.6,23.5,16.3,.235,.596,.376,52.3
2019,Slider,,1.8,3,188,22.7,45,.238,.619,.361,26.7,28.9,18.1,.207,.422,.285,23.3
2019,Curveball,,-1.0,-1,119,14.4,24,.095,.238,.208,56.8,58.3,35.0,.105,.235,.207,14.3
2019,Sinker,,5.4,5,101,12.2,32,.357,.607,.475,7.0,15.6,21.7,.293,.402,.346,47.8
2019,Changeup,,3.8,2,54,6.5,17,.417,.583,.512,37.0,23.5,15.4,.246,.327,.379,25.0
2019,Cutter,,1.6,0,28,3.4,6,.500,.500,.300,0.0,0.0,0.0,.151,.251,.117,33.3
2019,Splitter,,8.7,1,9,1.1,3,.667,1.667,.967,0.0,0.0,0.0,.361,.564,.391,33.3
