PITCHERS - HOU,IP,H,R,ER,BB,SO,HR,ERA
"Javier(W, 10-9)",5.0,1,0,0,4,6,0,2.77
"Maton, P",1.0,1,0,0,0,1,0,3.68
Stanek,1.0,0,0,0,0,2,0,1.07
"Smith, W.M.",1.0,0,0,0,0,1,0,3.81
"Abreu, B",0.1,1,0,0,2,1,0,2.05
"Pressly(S, 29)",0.2,0,0,0,0,1,0,2.98
,9.0,3,0,0,6,12,0,
