Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2019,CHC,NL,82,34,32,0,1,.292,5,3,17,298,3.634,.134,.037,.273,.154,0,0
2020,CHC,NL,126,28,50,0,2,.279,4,3,14,523,4.151,.190,.000,.500,.037,3,0
2021,CHC,NL,170,55,43,0,1,.360,10,3,17,650,3.824,.147,.000,.680,.067,3,0
2022,CHC,NL,517,197,178,0,2,.300,37,11,87,1831,3.542,.110,.019,.491,.129,4,0
4 Seasons,CHC,NL,895,314,303,0,6,.308,56,20,135,3302,3.689,.131,.015,.513,.108,10,0
