Season,Team,Pos,PA,Depth (ft.),Angle
2016,PIT,8,5402,308,-1
2017,PIT,9,495,296,26
2017,PIT,8,5028,322,-1
2018,SF,9,4723,291,26
2018,NYY,9,497,291,25
2018,NYY,7,388,291,-25
2019,PHI,7,1729,298,-27
2019,PHI,8,396,324,1
2020,PHI,7,1310,297,-28
2021,PHI,7,4654,298,-27
2022,MIL,9,653,297,28
2022,MIL,7,1107,298,-27
2022,MIL,8,50,323,1
