Season,Bat Side,PA,Shifts,%,wOBA - No Shift,wOBA - Shift
2016,R,640,140,21.9,.316,.354
2017,R,638,111,17.4,.348,.418
2018,R,680,228,33.5,.331,.382
2019,R,262,78,29.8,.346,.388
2020,R,241,101,41.9,.325,.329
2021,R,568,242,42.6,.332,.341
2022,R,579,284,49.1,.344,.273
