Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,1.0,7,665,28.1,164,.239,.500,.365,23.7,22.0,17.4,.249,.467,.362,48.1
2022,Sinker,,-1.8,-10,550,23.3,140,.258,.320,.294,14.8,10.7,14.9,.293,.429,.342,44.7
2022,Slider,,-0.9,-5,532,22.5,119,.162,.261,.222,33.8,31.1,21.1,.201,.298,.256,26.7
2022,Curveball,,0.5,1,221,9.3,56,.245,.415,.305,24.3,26.8,18.3,.254,.394,.303,26.3
2022,Changeup,,0.9,2,208,8.8,61,.280,.400,.368,33.3,26.2,23.5,.216,.327,.319,35.3
2022,Cutter,,2.6,4,161,6.8,31,.321,.500,.387,11.9,9.7,8.1,.321,.546,.402,52.0
2022,Splitter,,-1.0,0,18,0.8,4,.000,.000,.175,44.4,50.0,25.0,.273,.347,.377,100.0
2022,N/A,,45.0,2,5,0.2,3,.667,1.000,.717,0.0,0.0,--,.440,1.049,.628,33.3
2021,4-Seamer,,0.3,2,734,31.8,197,.239,.521,.380,20.1,20.3,19.1,.279,.569,.413,54.0
2021,Slider,,-0.5,-3,568,24.6,121,.151,.264,.238,35.5,33.1,21.3,.180,.253,.244,16.2
2021,Sinker,,2.3,9,367,15.9,103,.310,.609,.442,16.8,15.5,23.2,.282,.485,.384,37.5
2021,Changeup,,1.6,4,234,10.1,56,.146,.313,.268,38.2,23.2,18.3,.202,.345,.288,44.4
2021,Curveball,,0.0,0,219,9.5,48,.238,.500,.344,24.1,27.1,20.3,.246,.505,.358,40.0
2021,Cutter,,-0.1,0,165,7.1,40,.233,.367,.351,30.6,22.5,20.5,.180,.234,.297,27.3
2021,Splitter,,-4.4,-1,21,0.9,7,.167,.167,.229,15.4,14.3,11.1,.178,.194,.249,40.0
2020,4-Seamer,,1.2,4,296,30.4,92,.305,.585,.402,16.0,16.3,20.0,.324,.661,.442,55.2
2020,Sinker,,-0.9,-2,194,19.9,38,.235,.324,.324,15.8,10.5,10.5,.353,.535,.416,40.0
2020,Slider,,0.4,1,191,19.6,43,.171,.371,.320,30.2,23.3,15.9,.191,.347,.308,23.1
2020,Curveball,,-2.3,-3,114,11.7,24,.091,.227,.179,22.6,33.3,21.1,.188,.254,.236,28.6
2020,Cutter,,1.2,1,87,8.9,19,.421,.474,.492,18.9,10.5,10.0,.278,.340,.270,23.5
2020,Changeup,,2.8,2,81,8.3,23,.261,.348,.265,40.0,34.8,23.5,.218,.365,.249,46.7
2020,Splitter,,-0.1,0,11,1.1,2,.000,.000,.000,75.0,50.0,25.0,.138,.147,.131,0.0
2019,4-Seamer,,1.5,6,397,34.1,100,.338,.650,.473,24.2,14.0,14.3,.335,.650,.467,48.5
2019,Sinker,,1.0,3,257,22.1,71,.262,.410,.347,17.0,15.5,15.3,.251,.390,.330,42.0
2019,Slider,,-0.8,-2,223,19.1,37,.121,.212,.203,32.4,32.4,15.6,.148,.258,.227,23.8
2019,Changeup,,0.1,0,116,10.0,28,.174,.348,.305,41.9,32.1,20.9,.184,.237,.279,28.6
2019,Curveball,,1.2,1,95,8.2,14,.231,.462,.386,26.7,35.7,17.2,.230,.430,.302,50.0
2019,Cutter,,-0.9,-1,60,5.2,10,.250,.250,.320,18.2,30.0,15.0,.184,.221,.277,20.0
2019,Splitter,,1.1,0,17,1.5,2,.000,.000,.350,33.3,50.0,20.0,--,--,.350,--
2018,4-Seamer,,0.5,5,957,33.1,220,.296,.514,.408,20.5,17.7,14.4,.296,.527,.412,47.5
2018,Sinker,,1.5,9,609,21.1,143,.333,.491,.448,12.3,10.5,10.8,.312,.522,.441,46.2
2018,Slider,,-1.7,-9,534,18.5,122,.183,.239,.218,31.8,31.1,22.2,.190,.267,.234,27.6
2018,Curveball,,1.8,5,296,10.2,71,.200,.400,.294,28.4,28.2,19.6,.212,.391,.288,34.8
2018,Changeup,,-1.0,-3,276,9.6,76,.182,.379,.320,26.7,30.3,22.3,.217,.425,.330,46.5
2018,Cutter,,2.3,4,185,6.4,43,.270,.459,.387,23.6,23.3,18.2,.292,.488,.382,44.4
2018,Splitter,,-1.4,0,26,0.9,4,.000,.000,.175,16.7,0.0,0.0,.300,.351,.391,0.0
2018,Knuckleball,,-4.2,0,4,0.1,1,.000,.000,.000,0.0,0.0,0.0,.122,.134,.119,0.0
2017,4-Seamer,,0.8,7,877,33.5,224,.278,.561,.398,19.3,17.4,16.5,.300,.578,.401,44.4
2017,Sinker,,0.6,3,559,21.3,142,.339,.472,.385,11.3,5.6,7.1,.325,.457,.367,40.8
2017,Slider,,0.3,1,473,18.0,108,.194,.366,.310,32.3,24.1,16.8,.216,.380,.316,27.9
2017,Changeup,,0.9,2,264,10.1,52,.233,.256,.318,28.6,21.2,12.5,.275,.334,.337,34.4
2017,Curveball,,2.4,5,191,7.3,50,.326,.696,.449,23.3,26.0,22.8,.278,.548,.371,36.4
2017,Cutter,,1.5,2,157,6.0,40,.333,.500,.394,23.2,22.5,17.0,.292,.502,.375,33.3
2017,Splitter,,5.2,3,49,1.9,14,.308,.615,.461,22.2,42.9,28.6,.188,.383,.320,42.9
2017,Knuckleball,,-11.6,-3,23,0.9,8,.000,.000,.088,30.0,25.0,50.0,.201,.215,.247,40.0
