Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
San Diego Padres,MLB,First Inning,31,28,2,2,0,0,0,1,3,13,0,0,0,.071,.161,.071,.232
San Diego Padres,MLB,Second Inning,63,55,5,12,3,0,1,6,8,20,1,0,0,.218,.317,.327,.644
San Diego Padres,MLB,Third Inning,63,57,5,8,1,1,1,2,5,21,2,0,1,.140,.222,.246,.468
San Diego Padres,MLB,Fourth Inning,48,38,6,6,1,0,2,4,7,11,0,0,2,.158,.319,.342,.661
San Diego Padres,MLB,Fifth Inning,74,71,13,18,6,1,5,12,0,16,2,0,2,.254,.270,.577,.847
San Diego Padres,MLB,Sixth Inning,56,38,6,6,2,0,0,1,13,10,2,0,2,.158,.396,.211,.607
San Diego Padres,MLB,Seventh Inning,69,60,7,14,1,0,3,12,6,18,0,1,0,.233,.299,.400,.699
San Diego Padres,MLB,Eighth Inning,59,52,7,7,1,0,2,4,7,24,0,0,0,.135,.237,.269,.506
San Diego Padres,MLB,Ninth Inning,52,46,6,7,1,0,2,8,6,15,0,0,0,.152,.250,.304,.554
San Diego Padres,MLB,Extra Innings,9,6,1,3,0,0,1,3,2,2,0,0,0,.500,.625,1.000,1.625
