Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
El Paso Chihuahuas,Triple-A,No Outs,3,3,,1,1,0,0,1,0,0,,,0,.333,.333,.667,1.000
El Paso Chihuahuas,Triple-A,One Out,2,2,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
El Paso Chihuahuas,Triple-A,Two Outs,2,0,,0,0,0,0,0,2,0,,,0,.000,1.000,.000,1.000
