Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2019,22,29.0,4.25,10,31,2,57,91.8
2020,23,29.1,4.34,7,10,1,21,96.0
2021,24,28.8,4.34,9,34,6,64,90.7
2022,25,28.8,4.35,8,34,7,79,87.5
