BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,1,1,1,0,2,0,.281,.917
TurnerSS,3,0,0,0,1,1,0,.307,.832
"Freeman, F1B",4,0,1,0,0,1,1,.325,.910
"Smith, W.D.C",4,0,0,0,0,2,2,.266,.819
MuncyDH,3,0,0,0,0,2,0,.186,.686
"Turner, J3B",3,0,1,0,0,0,0,.268,.751
Lux2B,3,0,0,0,0,1,1,.293,.800
GalloLF,3,0,0,0,0,1,1,.163,.647
BellingerCF,3,0,0,0,0,2,0,.204,.653
,30,1,3,1,1,12,5,,
